,Unnamed: 0,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,DEGFIELD,DEGFIELDD,INCTOT,INCLOG10,EDU
212,1034021,2019,201901,447100,2019000524927,175.0,2019004471001,10417,1,1,175.0,1.0,39,8,81,0,0,75000,4.8750612633917,14.0
330,202071,2019,201901,97333,2019000113899,73.0,2019000973331,110006,1,1,73.0,1.0,84,6,63,0,0,14600,4.164352855784437,12.0
707,1540852,2019,201901,676018,2019000941217,123.0,2019006760181,100226,1,2,168.0,0.0,45,11,114,35,3501,110000,5.041392685158225,17.0
839,1578094,2019,201901,693350,2019000065493,127.0,2019006933501,140427,1,1,127.0,1.0,86,6,65,0,0,24700,4.392696953259666,12.0
204,33313,2019,201901,15909,2019000938727,107.0,2019000159091,200001,1,1,107.0,0.0,32,11,114,23,2304,52000,4.7160033436347994,17.0
43,2812872,2019,201901,1247698,2019000656204,55.0,2019012476981,600048,1,2,55.0,0.0,23,6,63,0,0,6000,3.778151250383644,12.0
674,1961453,2019,201901,866062,2019000355230,64.0,2019008660621,400136,1,1,65.0,0.0,41,6,61,0,0,10200,4.008600171761918,12.0
537,2470246,2019,201901,1094591,2019000572313,51.0,2019010945911,10242,1,2,51.0,1.0,24,6,63,0,0,19200,4.283301228703549,12.0
976,158542,2019,201901,71969,2019010015988,8.0,2019000719691,651406,3,1,8.0,1.0,90,6,63,0,0,24200,4.383815365980431,12.0
90,116994,2019,201901,52458,2019001210383,49.0,2019000524581,20504,1,1,49.0,1.0,58,7,71,0,0,48000,4.681241237375588,13.0
769,2210719,2019,201901,973673,2019000865756,7.0,2019009736731,20038,1,1,8.0,1.0,68,6,61,0,0,20500,4.311753861055754,12.0
518,1830693,2019,201901,806013,2019000536446,73.0,2019008060131,60134,1,1,74.0,1.0,68,11,114,23,2304,11800,4.071882007306125,17.0
352,2339953,2019,201901,1034092,2019000188130,30.0,2019010340921,30040,1,1,30.0,1.0,57,6,65,0,0,24000,4.380211241711606,12.0
613,3183131,2019,201901,1403691,2019000162386,24.0,2019014036911,160055,1,1,24.0,1.0,41,8,81,0,0,27200,4.434568904034199,14.0
701,1819934,2019,201901,801788,2019000351968,73.0,2019008017881,30834,1,3,77.0,0.0,27,6,63,0,0,7700,3.886490725172482,12.0
178,1631767,2019,201901,716749,2019000022334,72.0,2019007167491,200028,1,2,127.0,1.0,46,7,71,0,0,14000,4.146128035678238,13.0
126,1263601,2019,201901,550017,2019000724427,65.0,2019005500171,170221,1,2,61.0,1.0,57,10,101,19,1901,5000,3.6989700043360187,16.0
833,1851570,2019,201901,814263,2019000882642,215.0,2019008142631,120134,1,2,152.0,1.0,50,10,101,23,2313,48000,4.681241237375588,16.0
635,940668,2019,201901,405252,2019001237728,85.0,2019004052521,140013,1,2,88.0,1.0,56,6,63,0,0,30000,4.477121254719663,12.0
375,2321440,2019,201901,1024847,2019001261845,135.0,2019010248471,180539,1,1,135.0,1.0,38,7,71,0,0,15700,4.195899652409234,13.0
996,1926784,2019,201901,851852,2019000091884,114.0,2019008518521,370936,1,3,139.0,0.0,24,10,101,21,2102,11000,4.041392685158225,16.0
182,3110614,2019,201901,1371176,2019000558744,14.0,2019013711761,1180153,1,1,14.0,0.0,33,7,71,0,0,115000,5.060697840353612,13.0
13,3083968,2019,201901,1360418,2019000051257,112.0,2019013604181,1150453,1,1,112.0,1.0,39,8,81,0,0,50000,4.698970004336019,14.0
4,2041531,2019,201901,898653,2019000955259,77.0,2019008986531,401236,1,1,76.0,0.0,67,6,61,0,0,11200,4.049218022670182,12.0
891,1873732,2019,201901,823052,2019001244937,60.0,2019008230521,200134,1,3,65.0,1.0,48,6,63,0,0,15000,4.176091259055681,12.0
820,1148825,2019,201901,497717,2019000797380,208.0,2019004977171,110018,1,1,208.0,1.0,28,6,65,0,0,20400,4.309630167425898,12.0
219,1829998,2019,201901,805741,2019000524256,72.0,2019008057411,190434,1,2,91.0,1.0,41,6,64,0,0,35000,4.544068044350276,12.0
368,2305128,2019,201901,1017760,2019001057981,59.0,2019010177601,220039,1,2,68.0,1.0,66,6,63,0,0,14600,4.164352855784437,12.0
825,1565497,2019,201901,686591,2019001305257,48.0,2019006865911,290626,1,1,47.0,1.0,75,7,71,0,0,68500,4.835690571492425,13.0
572,901449,2019,201901,388998,2019000663735,125.0,2019003889981,230013,1,3,107.0,1.0,24,7,71,0,0,7000,3.845098040014257,13.0
506,1563312,2019,201901,685657,2019001272962,19.0,2019006856571,40026,1,1,19.0,1.0,55,11,114,60,6001,62000,4.7923916894982534,17.0
283,1502623,2019,201901,659635,2019000375809,59.0,2019006596351,290326,1,2,64.0,1.0,71,8,81,0,0,10800,4.033423755486949,14.0
880,1423192,2019,201901,623733,2019000344604,124.0,2019006237331,50325,1,1,125.0,1.0,49,10,101,23,2300,78000,4.892094602690481,16.0
838,1823673,2019,201901,803243,2019000416971,70.0,2019008032431,90334,1,2,64.0,1.0,63,10,101,21,2102,60000,4.778151250383644,16.0
895,369862,2019,201901,159739,2019000764069,53.0,2019001597391,375706,1,4,69.0,0.0,26,8,81,0,0,6300,3.7993405494535817,14.0
61,876452,2019,201901,378790,2019000300709,234.0,2019003787901,600113,1,1,234.0,1.0,46,11,115,23,2399,80000,4.903089986991944,17.0
510,2183819,2019,201901,961751,2019001091212,43.0,2019009617511,340037,1,1,43.0,0.0,84,11,114,24,2408,186400,5.270445908017963,17.0
689,3098645,2019,201901,1366327,2019000328404,75.0,2019013663271,1170653,1,1,75.0,0.0,84,11,114,21,2102,69600,4.842609239610562,17.0
369,451090,2019,201901,190098,2019001080818,111.0,2019001900981,374806,1,1,110.0,0.0,22,10,101,21,2105,63100,4.800029359244134,16.0
772,1681711,2019,201901,740090,2019000461644,9.0,2019007400901,210029,1,1,9.0,0.0,31,11,114,26,2603,49200,4.691965102767361,17.0
312,1336734,2019,201901,583593,2019000821860,117.0,2019005835931,30023,1,1,117.0,0.0,78,4,40,0,0,13000,4.113943352306837,10.0
801,2898670,2019,201901,1281534,2019001115633,19.0,2019012815341,350248,1,2,20.0,0.0,47,6,65,0,0,32400,4.510545010206612,12.0
331,404460,2019,201901,172745,2019000899913,73.0,2019001727451,731906,1,1,72.0,1.0,55,5,50,0,0,125000,5.096910013008056,11.0
391,3206650,2019,201901,1413819,2019000743427,101.0,2019014138191,4100555,1,4,92.0,0.0,24,6,64,0,0,45600,4.658964842664435,12.0
181,106371,2019,201901,48108,2019000989272,254.0,2019000481081,12404,1,2,382.0,0.0,30,6,64,0,0,48300,4.683947130751513,12.0
411,2617568,2019,201901,1162250,2019000041904,96.0,2019011622501,250447,1,2,73.0,0.0,81,4,40,0,0,16500,4.217483944213907,10.0
418,352575,2019,201901,153282,2019000695835,40.0,2019001532821,851006,1,1,39.0,0.0,78,7,71,0,0,21800,4.338456493604605,13.0
327,397359,2019,201901,170108,2019000873166,74.0,2019001701081,770106,1,4,121.0,1.0,23,8,81,0,0,24500,4.389166084364533,14.0
145,2431732,2019,201901,1078067,2019000130623,100.0,2019010780671,330442,1,2,125.0,0.0,53,11,114,24,2400,85000,4.929418925714293,17.0
658,1751646,2019,201901,770953,2019001353261,138.0,2019007709531,30031,1,2,43.0,0.0,65,7,71,0,0,28000,4.447158031342219,13.0
792,3142680,2019,201901,1384254,2019001171470,69.0,2019013842541,1170653,1,4,88.0,1.0,59,8,81,0,0,36100,4.557507201905658,14.0
843,1174220,2019,201901,508499,2019001357818,339.0,2019005084991,280018,1,4,96.0,1.0,19,6,65,0,0,24000,4.380211241711606,12.0
579,1788052,2019,201901,786789,2019000596272,181.0,2019007867891,10033,1,1,181.0,0.0,23,6,63,0,0,13200,4.12057393120585,12.0
441,2191110,2019,201901,964874,2019001197476,288.0,2019009648741,310237,1,2,530.0,0.0,23,7,71,0,0,48000,4.681241237375588,13.0
637,536618,2019,201901,221863,2019001411201,171.0,2019002218631,650306,1,1,171.0,0.0,57,7,71,0,0,65000,4.812913356642856,13.0
344,2307649,2019,201901,1018852,2019001089268,402.0,2019010188521,420039,1,2,333.0,1.0,25,6,63,0,0,22000,4.342422680822207,12.0
858,2944710,2019,201901,1299722,2019001361961,94.0,2019012997221,530448,1,1,94.0,0.0,61,7,71,0,0,45000,4.653212513775344,13.0
19,2818254,2019,201901,1249841,2019000685279,189.0,2019012498411,230348,1,1,189.0,0.0,69,11,114,24,2414,33750,4.528273777167044,17.0
835,2319201,2019,201901,1023868,2019001233443,21.0,2019010238681,360039,1,1,21.0,1.0,59,6,65,0,0,33300,4.52244423350632,12.0
263,3161460,2019,201901,1392562,2019000413929,70.0,2019013925621,40054,1,1,71.0,1.0,76,8,81,0,0,18100,4.2576785748691846,14.0
960,955390,2019,201901,411727,2019000211151,10.0,2019004117271,10015,1,1,10.0,1.0,53,8,81,0,0,30000,4.477121254719663,14.0
362,2496087,2019,201901,1105741,2019000867668,58.0,2019011057411,80342,1,1,58.0,0.0,87,6,63,0,0,23400,4.3692158574101425,12.0
652,1792496,2019,201901,788680,2019001062830,43.0,2019007886801,50033,1,1,43.0,1.0,53,6,63,0,0,41000,4.6127838567197355,12.0
543,963657,2019,201901,414785,2019001097953,35.0,2019004147851,10015,1,4,60.0,0.0,17,4,40,0,0,4200,3.6232492903979003,10.0
796,3179796,2019,201901,1402224,2019000078962,81.0,2019014022241,4010155,1,1,81.0,0.0,31,11,114,23,2399,43000,4.633468455579586,17.0
651,1206043,2019,201901,523407,2019001269711,107.0,2019005234071,50019,1,1,108.0,1.0,70,10,101,61,6105,60000,4.778151250383644,16.0
745,3175857,2019,201901,1400089,2019010113723,46.0,2019014000891,2000055,4,1,46.0,1.0,19,7,71,0,0,2000,3.3010299956639813,13.0
452,872693,2019,201901,377237,2019000246677,61.0,2019003772371,300213,1,1,61.0,1.0,69,10,101,62,6200,48930,4.689575215759938,16.0
777,79552,2019,201901,37125,2019000430394,53.0,2019000371251,11004,1,2,73.0,1.0,51,11,115,64,6402,389000,5.589949601325708,17.0
653,353784,2019,201901,153737,2019000700247,55.0,2019001537371,730906,1,2,69.0,1.0,33,10,101,19,1901,181000,5.2576785748691846,16.0
623,783981,2019,201901,336384,2019000934147,48.0,2019003363841,310212,1,1,48.0,1.0,44,6,65,0,0,29500,4.469822015978163,12.0
447,1143362,2019,201901,495390,2019000677243,72.0,2019004953901,230418,1,2,100.0,1.0,59,8,81,0,0,12000,4.079181246047625,14.0
161,3176939,2019,201901,1400971,2019000007524,16.0,2019014009711,160155,1,1,16.0,1.0,38,11,114,23,2306,70000,4.845098040014257,17.0
647,2047748,2019,201901,901195,2019001002972,52.0,2019009011951,330936,1,2,60.0,1.0,37,10,101,19,1901,169000,5.227886704613674,16.0
236,772881,2019,201901,331484,2019000852737,78.0,2019003314841,150012,1,3,200.0,0.0,55,6,63,0,0,8000,3.9030899869919438,12.0
77,504982,2019,201901,210188,2019001290466,78.0,2019002101881,376206,1,1,79.0,1.0,70,7,71,0,0,100400,5.001733712809001,13.0
520,2701235,2019,201901,1203840,2019000048672,89.0,2019012038401,461648,1,2,82.0,1.0,58,8,81,0,0,56000,4.748188027006201,14.0
514,474388,2019,201901,198824,2019001172379,38.0,2019001988241,851206,1,1,39.0,1.0,56,10,101,55,5500,76000,4.880813592280791,16.0
908,215592,2019,201901,102366,2019000165695,60.0,2019001023661,374806,1,1,60.0,1.0,60,11,114,52,5200,85000,4.929418925714293,17.0
57,691093,2019,201901,295830,2019000270146,31.0,2019002958301,630012,1,2,39.0,1.0,53,8,81,0,0,55000,4.740362689494244,14.0
132,2519075,2019,201901,1115761,2019001137262,134.0,2019011157611,310642,1,1,134.0,0.0,61,11,115,64,6402,120000,5.079181246047625,17.0
912,1791082,2019,201901,788063,2019000903458,110.0,2019007880631,90033,1,1,110.0,0.0,42,6,63,0,0,82000,4.913813852383717,12.0
607,727017,2019,201901,311523,2019000524796,64.0,2019003115231,1130012,1,2,52.0,0.0,69,7,71,0,0,48300,4.683947130751513,13.0
346,2219765,2019,201901,980894,2019000003747,42.0,2019009808941,80139,1,1,42.0,0.0,66,6,63,0,0,18200,4.260071387985075,12.0
448,3152482,2019,201901,1388212,2019001354632,99.0,2019013882121,1170653,1,1,98.0,0.0,44,10,101,36,3600,22000,4.342422680822207,16.0
762,2286091,2019,201901,1009551,2019000825758,99.0,2019010095511,410939,1,1,99.0,1.0,75,6,63,0,0,18000,4.2552725051033065,12.0
257,1335154,2019,201901,582864,2019000645118,43.0,2019005828641,50023,1,2,41.0,1.0,70,6,65,0,0,7300,3.863322860120456,12.0
282,16257,2019,201901,8452,2019000418175,22.0,2019000084521,220001,1,1,21.0,0.0,41,10,101,62,6206,65000,4.812913356642856,16.0
184,2889144,2019,201901,1277754,2019001064767,16.0,2019012777541,340048,1,2,13.0,1.0,75,10,101,23,2399,70900,4.850646235183066,16.0
228,1023396,2019,201901,442658,2019000402154,89.0,2019004426581,130017,1,1,89.0,1.0,94,6,63,0,0,70000,4.845098040014257,12.0
958,3038337,2019,201901,1339692,2019000728257,40.0,2019013396921,5104051,1,1,40.0,0.0,61,6,63,0,0,29200,4.465382851448418,12.0
571,1757331,2019,201901,773610,2019000207857,360.0,2019007736101,41132,1,1,360.0,1.0,83,6,63,0,0,29200,4.465382851448418,12.0
684,978215,2019,201901,420708,2019000919130,85.0,2019004207081,130016,1,2,96.0,1.0,40,7,71,0,0,1800,3.255272505103306,13.0
210,796245,2019,201901,341700,2019001020109,15.0,2019003417001,690312,1,1,15.0,1.0,72,8,81,0,0,112950,5.0528862352563815,14.0
695,1335272,2019,201901,582921,2019000658435,56.0,2019005829211,10023,1,2,53.0,0.0,16,5,50,0,0,9400,3.9731278535996988,11.0
94,2077099,2019,201901,913236,2019001224075,67.0,2019009132361,390236,1,1,67.0,0.0,69,6,63,0,0,68000,4.832508912706237,12.0
6,1436625,2019,201901,629358,2019000626512,111.0,2019006293581,30025,1,1,111.0,1.0,30,6,65,0,0,9400,3.9731278535996988,12.0
511,769409,2019,201901,329973,2019000826858,144.0,2019003299731,310212,1,1,145.0,1.0,30,10,101,53,5301,55000,4.740362689494244,16.0
222,3156469,2019,201901,1390284,2019010131264,80.0,2019013902841,100054,3,1,80.0,1.0,86,6,63,0,0,8600,3.934498451243568,12.0
970,1787287,2019,201901,786463,2019000519133,105.0,2019007864631,90033,1,1,105.0,1.0,27,11,114,11,1103,75000,4.8750612633917,17.0
649,2518024,2019,201901,1115302,2019001125422,33.0,2019011153021,270342,1,2,33.0,1.0,76,6,63,0,0,31300,4.495544337546448,12.0
338,998762,2019,201901,432249,2019000111665,12.0,2019004322491,30017,1,1,12.0,0.0,87,6,64,0,0,16100,4.20682587603185,12.0
625,2128371,2019,201901,937772,2019000295742,55.0,2019009377721,340037,1,1,54.0,1.0,46,7,71,0,0,78000,4.892094602690481,13.0
120,1163320,2019,201901,503834,2019001117004,36.0,2019005038341,40118,1,1,36.0,1.0,75,4,40,0,0,26400,4.421603926869831,10.0
417,1728158,2019,201901,760378,2019000774810,21.0,2019007603781,40030,1,1,21.0,1.0,37,8,81,0,0,14400,4.158362492095249,14.0
246,1617930,2019,201901,710056,2019001113055,436.0,2019007100561,30027,1,1,436.0,1.0,22,10,101,29,2901,32500,4.511883360978874,16.0
961,2707138,2019,201901,1206161,2019000080688,56.0,2019012061611,460448,1,2,52.0,1.0,46,11,115,55,5507,200000,5.301029995663981,17.0
492,2053681,2019,201901,903632,2019001048139,35.0,2019009036321,130036,1,4,62.0,1.0,21,10,101,53,5301,6800,3.832508912706236,16.0
890,2113366,2019,201901,931321,2019000081086,65.0,2019009313211,40037,1,2,39.0,0.0,18,5,50,0,0,5000,3.6989700043360187,11.0
513,21094,2019,201901,10523,2019000562086,180.0,2019000105231,10001,1,1,180.0,0.0,76,6,63,0,0,25030,4.398460849608223,12.0
3,816700,2019,201901,350611,2019001168620,257.0,2019003506111,110712,1,1,257.0,1.0,48,10,101,29,2901,46000,4.662757831681574,16.0
802,960315,2019,201901,413523,2019000738701,39.0,2019004135231,30715,1,2,43.0,1.0,77,7,71,0,0,5000,3.6989700043360187,13.0
856,1020276,2019,201901,441321,2019000365118,79.0,2019004413211,310717,1,1,80.0,1.0,56,6,63,0,0,7700,3.886490725172482,12.0
508,1882681,2019,201901,826572,2019001389961,102.0,2019008265721,90234,1,2,120.0,1.0,33,10,101,55,5501,5000,3.6989700043360187,16.0
650,2212525,2019,201901,974458,2019001200332,10.0,2019009744581,20038,1,1,11.0,0.0,69,10,101,23,2300,26400,4.421603926869831,16.0
516,411328,2019,201901,175314,2019000926092,125.0,2019001753141,371606,1,1,126.0,0.0,27,7,71,0,0,20000,4.301029995663981,13.0
392,1369895,2019,201901,598997,2019000618285,91.0,2019005989971,100324,1,2,90.0,0.0,52,11,114,21,2100,166000,5.220108088040055,17.0
919,1422827,2019,201901,623566,2019000335405,83.0,2019006235661,30025,1,1,82.0,0.0,80,6,61,0,0,23000,4.361727836017593,12.0
741,2990515,2019,201901,1317090,2019000903618,242.0,2019013170901,10050,1,1,242.0,0.0,65,10,101,24,2414,87000,4.939519252618618,16.0
98,2815989,2019,201901,1248940,2019000672202,87.0,2019012489401,450248,1,2,92.0,1.0,56,11,114,23,2300,2700,3.4313637641589874,17.0
385,424552,2019,201901,180221,2019000977618,50.0,2019001802211,970106,1,1,51.0,0.0,83,7,71,0,0,37000,4.568201724066995,13.0
876,2026847,2019,201901,892652,2019000845611,86.0,2019008926521,220236,1,1,87.0,1.0,63,8,81,0,0,28500,4.45484486000851,14.0
387,2997140,2019,201901,1322415,2019010150272,84.0,2019013224151,5500251,3,1,84.0,0.0,40,7,71,0,0,26000,4.414973347970818,13.0
285,1990857,2019,201901,878018,2019000574043,126.0,2019008780181,190036,1,1,127.0,1.0,27,11,114,24,2408,22900,4.359835482339888,17.0
284,3097898,2019,201901,1366022,2019000314104,92.0,2019013660221,1090153,1,1,92.0,0.0,68,6,65,0,0,25700,4.409933123331294,12.0
682,504953,2019,201901,210178,2019001290332,362.0,2019002101781,731006,1,2,378.0,1.0,32,7,71,0,0,32000,4.505149978319906,13.0
360,2165204,2019,201901,953668,2019000824352,42.0,2019009536681,180237,1,1,42.0,1.0,28,11,114,36,3600,70000,4.845098040014257,17.0
332,1525998,2019,201901,669669,2019000717128,34.0,2019006696691,250026,1,2,31.0,0.0,54,6,63,0,0,56000,4.748188027006201,12.0
875,3058270,2019,201901,1347888,2019001077452,340.0,2019013478881,5117551,1,2,442.0,1.0,43,6,63,0,0,23000,4.361727836017593,12.0
457,688974,2019,201901,294905,2019000254808,37.0,2019002949051,862312,1,1,37.0,0.0,63,6,65,0,0,387000,5.587710965018911,12.0
971,881114,2019,201901,380671,2019000366972,101.0,2019003806711,300513,1,2,85.0,0.0,17,5,50,0,0,14000,4.146128035678238,11.0
768,1637533,2019,201901,719213,2019000324887,82.0,2019007192131,50028,1,2,164.0,1.0,31,6,63,0,0,15000,4.176091259055681,12.0
776,1050619,2019,201901,454157,2019000723146,76.0,2019004541571,320417,1,1,76.0,1.0,74,11,115,61,6107,98000,4.991226075692495,17.0
738,383599,2019,201901,164907,2019000818719,54.0,2019001649071,850206,1,1,53.0,1.0,50,10,101,19,1902,90000,4.954242509439325,16.0
288,2816123,2019,201901,1248996,2019000672908,65.0,2019012489961,463048,1,2,64.0,1.0,66,10,101,62,6203,27600,4.440909082065218,16.0
733,1445454,2019,201901,633129,2019000822932,404.0,2019006331291,190025,1,3,557.0,0.0,21,8,81,0,0,14000,4.146128035678238,14.0
103,1244815,2019,201901,542006,2019000114665,19.0,2019005420061,170521,1,2,27.0,1.0,66,5,50,0,0,24200,4.383815365980431,11.0
429,942865,2019,201901,406153,2019001269525,58.0,2019004061531,330013,1,1,58.0,1.0,41,11,114,23,2307,1500,3.1760912590556813,17.0
68,3225944,2019,201901,1422138,2019001223435,85.0,2019014221381,60055,1,1,84.0,1.0,58,8,81,0,0,49080,4.690904554054967,14.0
965,1302706,2019,201901,568123,2019000535310,62.0,2019005681231,200022,1,1,62.0,0.0,41,7,71,0,0,60000,4.778151250383644,13.0
421,1112776,2019,201901,482352,2019000004177,57.0,2019004823521,250018,1,1,58.0,1.0,49,10,101,34,3401,11900,4.075546961392531,16.0
812,1447477,2019,201901,633959,2019000866852,45.0,2019006339591,20025,1,1,46.0,0.0,72,10,101,33,3301,47400,4.675778341674085,16.0
74,1945002,2019,201901,859317,2019000230204,155.0,2019008593171,380136,1,1,155.0,1.0,30,6,63,0,0,45700,4.65991620006985,12.0
192,3150190,2019,201901,1387282,2019001310937,26.0,2019013872821,1030053,1,3,97.0,0.0,22,6,63,0,0,45000,4.653212513775344,12.0
342,2280494,2019,201901,1007135,2019000756957,37.0,2019010071351,90739,1,2,31.0,0.0,71,10,101,37,3700,65590,4.816837630902035,16.0
928,1499126,2019,201901,658136,2019000323951,40.0,2019006581361,10026,1,1,40.0,0.0,61,7,71,0,0,43200,4.635483746814912,13.0
565,2117766,2019,201901,933231,2019000143936,42.0,2019009332311,10037,1,1,42.0,0.0,53,6,63,0,0,15000,4.176091259055681,12.0
481,1636896,2019,201901,718947,2019000291580,67.0,2019007189471,150028,1,2,79.0,1.0,34,8,81,0,0,1100,3.041392685158225,14.0
778,127815,2019,201901,57745,2019010134103,78.0,2019000577451,100005,3,1,78.0,1.0,88,3,30,0,0,15200,4.181843587944773,9.0
200,292080,2019,201901,130764,2019000462427,75.0,2019001307641,1130006,1,3,79.0,1.0,21,6,63,0,0,1800,3.255272505103306,12.0
378,2307927,2019,201901,1018972,2019001092894,27.0,2019010189721,90739,1,1,26.0,0.0,54,6,65,0,0,90000,4.954242509439325,12.0
374,3039903,2019,201901,1340325,2019000756096,80.0,2019013403251,5112051,1,2,74.0,1.0,59,6,65,0,0,70000,4.845098040014257,12.0
393,2272910,2019,201901,1003840,2019000664521,82.0,2019010038401,460239,1,1,82.0,1.0,32,10,101,52,5200,66210,4.8209235878813175,16.0
786,21736,2019,201901,10810,2019000582249,178.0,2019000108101,120001,1,1,178.0,1.0,34,10,101,19,1902,4700,3.6720978579357175,16.0
927,1188770,2019,201901,515879,2019000477165,53.0,2019005158791,220019,1,1,54.0,1.0,33,10,101,54,5404,10000,4.0,16.0
952,2550010,2019,201901,1129638,2019000996784,50.0,2019011296381,10244,1,1,50.0,1.0,28,11,116,36,3600,147000,5.1673173347481764,17.0
765,1316393,2019,201901,574115,2019001006367,82.0,2019005741151,200022,1,1,82.0,1.0,71,6,63,0,0,10000,4.0,12.0
962,2365384,2019,201901,1044628,2019001192770,35.0,2019010446281,40040,1,1,35.0,0.0,51,8,81,0,0,90000,4.954242509439325,14.0
280,2745666,2019,201901,1221279,2019000290156,54.0,2019012212791,251248,1,2,60.0,1.0,66,10,101,41,4101,56900,4.755112266395071,16.0
205,773857,2019,201901,331898,2019000859485,61.0,2019003318981,330212,1,1,62.0,0.0,69,10,101,55,5506,28700,4.457881896733992,16.0
142,389411,2019,201901,167110,2019000841289,202.0,2019001671101,711506,1,1,202.0,1.0,54,10,101,61,6107,28000,4.447158031342219,16.0
731,2893254,2019,201901,1279374,2019001086539,12.0,2019012793741,490548,1,2,16.0,0.0,39,10,101,11,1102,100000,5.0,16.0
379,1104094,2019,201901,476738,2019001353398,12.0,2019004767381,20217,1,1,13.0,0.0,73,6,65,0,0,36000,4.556302500767287,12.0
233,920356,2019,201901,396844,2019000940123,108.0,2019003968441,260013,1,1,108.0,0.0,37,6,64,0,0,46000,4.662757831681574,12.0
45,1138637,2019,201901,493384,2019000574604,58.0,2019004933841,40218,1,2,56.0,0.0,63,6,63,0,0,34000,4.531478917042255,12.0
811,2826666,2019,201901,1253114,2019000730809,58.0,2019012531141,250848,1,2,75.0,1.0,54,6,65,0,0,45000,4.653212513775344,12.0
150,1423891,2019,201901,624022,2019000358714,74.0,2019006240221,490225,1,2,62.0,1.0,58,8,81,0,0,61000,4.785329835010767,14.0
521,433363,2019,201901,183507,2019001012169,167.0,2019001835071,375606,1,2,155.0,0.0,33,6,61,0,0,16000,4.204119982655925,12.0
114,1489370,2019,201901,653971,2019000181277,66.0,2019006539711,20026,1,2,94.0,1.0,50,8,81,0,0,53000,4.724275869600789,14.0
350,727759,2019,201901,311846,2019000530083,55.0,2019003118461,1270212,1,1,56.0,0.0,60,6,65,0,0,50000,4.698970004336019,12.0
315,1076648,2019,201901,465193,2019001030973,116.0,2019004651931,310817,1,1,117.0,0.0,65,6,63,0,0,64000,4.8061799739838875,12.0
721,2813796,2019,201901,1248056,2019000660745,230.0,2019012480561,450448,1,4,223.0,1.0,23,6,63,0,0,3000,3.4771212547196626,12.0
878,2150645,2019,201901,947439,2019000615041,39.0,2019009474391,40037,1,2,91.0,1.0,46,6,63,0,0,12800,4.107209969647869,12.0
580,1929087,2019,201901,852783,2019000108505,59.0,2019008527831,330236,1,1,60.0,0.0,76,11,115,36,3600,140500,5.1476763242410986,17.0
730,808570,2019,201901,347070,2019001108814,54.0,2019003470701,90312,1,2,39.0,0.0,36,4,40,0,0,19000,4.278753600952829,10.0
592,1468507,2019,201901,642710,2019001315682,49.0,2019006427101,50825,1,1,49.0,1.0,70,11,115,64,6402,81120,4.909127941989261,17.0
317,865269,2019,201901,374197,2019000139290,92.0,2019003741971,340013,1,2,124.0,0.0,33,6,63,0,0,35000,4.544068044350276,12.0
406,1590174,2019,201901,698385,2019000377549,24.0,2019006983851,30027,1,1,24.0,0.0,63,10,101,13,1302,15000,4.176091259055681,16.0
540,268262,2019,201901,121948,2019000370357,40.0,2019001219481,731106,1,1,40.0,0.0,73,10,101,62,6201,60500,4.781755374652469,16.0
254,1657287,2019,201901,727648,2019001329720,65.0,2019007276481,140028,1,1,65.0,1.0,56,8,81,0,0,50000,4.698970004336019,14.0
780,2019337,2019,201901,889612,2019000790335,262.0,2019008896121,90236,1,1,262.0,0.0,58,6,63,0,0,9600,3.9822712330395684,12.0
