PARID,MUNICIPALITY,LOCATION,SALE DATE,RECORDED DATE
0023K00308000000,25th Ward - PITTSBURGH,1400 VETO ST PITTSBURGH PA 15212,12/8/2015,12/17/2015
0023K00319000000,25th Ward - PITTSBURGH,110 SAMPSONIA WAY PITTSBURGH PA 15212,8/7/2015,8/14/2015
0023K0036300B200,22nd Ward - PITTSBURGH,1204 ARCH ST PITTSBURGH PA 15212,7/2/2015,7/24/2015
0023K00366000000,22nd Ward - PITTSBURGH,110 ELOISE ST PITTSBURGH PA 15212,3/27/2015,3/27/2015
0023K00371000A00,22nd Ward - PITTSBURGH,105 BRIM WAY PITTSBURGH PA 15212,3/27/2015,3/27/2015
0023K00372000000,22nd Ward - PITTSBURGH,107 BRIM WAY PITTSBURGH PA 15212,3/27/2015,3/27/2015
0023K00383000000,22nd Ward - PITTSBURGH,0 REDDOUR ST PITTSBURGH PA 15212,4/1/2015,4/20/2015
0023K00385000000,22nd Ward - PITTSBURGH,0 BUTTERFIELD WAY PITTSBURGH PA 15212,4/1/2015,4/20/2015
0023L00005000000,25th Ward - PITTSBURGH,1362 FEDERAL ST PITTSBURGH PA 15212,4/17/2015,6/23/2015
0023L00005000000,25th Ward - PITTSBURGH,1362 FEDERAL ST PITTSBURGH PA 15212,4/21/2015,6/23/2015
0023L00080000000,22nd Ward - PITTSBURGH,36 -44 W NORTH AVE PITTSBURGH PA 15212,9/17/2015,9/24/2015
0023L00083000000,22nd Ward - PITTSBURGH,22 -32 W NORTH AVE PITTSBURGH PA 15212,12/23/2015,12/23/2015
0023L00086000000,22nd Ward - PITTSBURGH,12 W NORTH AVE PITTSBURGH PA 15212,12/23/2015,12/23/2015
0022D00175000000,25th Ward - PITTSBURGH,1935 N CHARLES ST PITTSBURGH PA 15212,8/14/2015,1/12/2016
0022D00296000000,25th Ward - PITTSBURGH,0 IRWIN AVE PITTSBURGH PA 15212,8/14/2015,1/12/2016
0022D00398000000,25th Ward - PITTSBURGH,21 OVERLOOK ST PITTSBURGH PA 15214,8/14/2015,1/12/2016
0022E00254000000,21st Ward - PITTSBURGH,1424 WARNER ST PITTSBURGH PA 15233,8/7/2015,8/17/2015
0022F00085000000,21st Ward - PITTSBURGH,1908 MANHATTAN ST PITTSBURGH PA 15233,2/4/2015,2/4/2015
0022F00087000000,21st Ward - PITTSBURGH,1912 MANHATTAN ST PITTSBURGH PA 15233,10/30/2015,10/30/2015
0024N00051000000,23rd Ward - PITTSBURGH,829 PHINEAS ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00053000000,23rd Ward - PITTSBURGH,825 PHINEAS ST PITTSBURGH PA 15212,12/10/2015,12/22/2015
0024N00054000000,23rd Ward - PITTSBURGH,0 PHINEAS ST PITTSBURGH PA 15212,12/28/2015,1/8/2016
0024N00055000000,23rd Ward - PITTSBURGH,819 PHINEAS ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00058000A00,23rd Ward - PITTSBURGH,0 GUCKERT ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00088000000,23rd Ward - PITTSBURGH,621 FORELAND ST PITTSBURGH PA 15212,5/20/2015,5/22/2015
0024N00088000000,23rd Ward - PITTSBURGH,621 FORELAND ST PITTSBURGH PA 15212,8/5/2015,8/6/2015
0024N00089000000,23rd Ward - PITTSBURGH,619 FORELAND ST PITTSBURGH PA 15212,5/20/2015,5/22/2015
0024N00090000000,23rd Ward - PITTSBURGH,617 FORELAND ST PITTSBURGH PA 15212,10/13/2015,10/15/2015
0024N00097000000,23rd Ward - PITTSBURGH,603 FORELAND ST PITTSBURGH PA 15212,2/27/2015,3/3/2015
0024N00098000000,23rd Ward - PITTSBURGH,0 FORELAND ST PITTSBURGH PA 15212,2/27/2015,3/3/2015
0024N00110000000,23rd Ward - PITTSBURGH,608 E OHIO ST PITTSBURGH PA 15212,10/13/2015,10/15/2015
0024N00146000000,23rd Ward - PITTSBURGH,808 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00147000000,23rd Ward - PITTSBURGH,0 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00148000000,23rd Ward - PITTSBURGH,812 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00149000000,23rd Ward - PITTSBURGH,814 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00150000000,23rd Ward - PITTSBURGH,816 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00151000000,23rd Ward - PITTSBURGH,818 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00152000000,23rd Ward - PITTSBURGH,820 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00153000000,23rd Ward - PITTSBURGH,0 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00154000000,23rd Ward - PITTSBURGH,0 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00155000000,23rd Ward - PITTSBURGH,0 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0024N00156000000,23rd Ward - PITTSBURGH,0 E OHIO ST PITTSBURGH PA 15212,12/11/2015,12/22/2015
0023D00187000000,25th Ward - PITTSBURGH,0 CARRIE ST PITTSBURGH PA 15212,9/4/2015,9/25/2015
0023D00227000000,25th Ward - PITTSBURGH,1523 COMPROMISE ST PITTSBURGH PA 15212,8/14/2015,1/12/2016
0023D00233000000,25th Ward - PITTSBURGH,1533 COMPROMISE ST PITTSBURGH PA 15212,8/14/2015,1/12/2016
0023D00234000000,25th Ward - PITTSBURGH,1535 COMPROMISE ST PITTSBURGH PA 15212,8/14/2015,1/12/2016
0023L00153000000,22nd Ward - PITTSBURGH,1219 BOYLE ST PITTSBURGH PA 15212,3/4/2015,3/24/2015
0023L00156000000,22nd Ward - PITTSBURGH,1217 BOYLE ST PITTSBURGH PA 15212,3/4/2015,3/24/2015
0023L00175000000,22nd Ward - PITTSBURGH,1206 BOYLE ST PITTSBURGH PA 15212,8/14/2015,1/12/2016
0023L00175000A00,22nd Ward - PITTSBURGH,1207 LORAINE ST PITTSBURGH PA 15212,1/2/2015,1/21/2015
0023L00205000000,22nd Ward - PITTSBURGH,117 HEMLOCK ST PITTSBURGH PA 15212,8/10/2015,8/18/2015
0023L00207000000,22nd Ward - PITTSBURGH,121 HEMLOCK ST PITTSBURGH PA 15212,10/8/2015,12/31/2015
0023L00212000000,22nd Ward - PITTSBURGH,1313 SANDUSKY ST PITTSBURGH PA 15212,12/22/2015,12/28/2015
0023L00222000000,22nd Ward - PITTSBURGH,130 PARKHURST ST PITTSBURGH PA 15212,6/10/2015,6/16/2015
0023L00222000000,22nd Ward - PITTSBURGH,130 PARKHURST ST PITTSBURGH PA 15212,9/3/2015,9/30/2015
0023L00235000000,22nd Ward - PITTSBURGH,0 LORAINE ST PITTSBURGH PA 15212,4/13/2015,4/16/2015
0026H00303000000,8th Ward - PITTSBURGH,463 PEARL ST PITTSBURGH PA 15224,12/11/2015,12/15/2015
0026H00315000000,8th Ward - PITTSBURGH,460 PEARL ST PITTSBURGH PA 15224,3/30/2015,4/7/2015
0026H00317000000,8th Ward - PITTSBURGH,456 PEARL ST PITTSBURGH PA 15224,11/9/2015,11/12/2015
0026H00353000A00,8th Ward - PITTSBURGH,457 SAPPHIRE WAY PITTSBURGH PA 15224,7/8/2015,7/9/2015
0026J00001000000,6th Ward - PITTSBURGH,3130 DOBSON ST PITTSBURGH PA 15219,10/2/2015,10/13/2015
0026J00013000000,6th Ward - PITTSBURGH,410 HANCOCK ST PITTSBURGH PA 15219,3/11/2015,3/16/2015
0026J00013000000,6th Ward - PITTSBURGH,410 HANCOCK ST PITTSBURGH PA 15219,12/29/2015,12/31/2015
0026J00047000000,6th Ward - PITTSBURGH,949 HERRON AVE PITTSBURGH PA 15219,4/1/2015,4/28/2015
0026J00050000000,6th Ward - PITTSBURGH,3214 BRERETON ST PITTSBURGH PA 15219,2/26/2015,3/4/2015
0026J00057000000,6th Ward - PITTSBURGH,941 HERRON AVE PITTSBURGH PA 15219,12/21/2015,12/22/2015
0026J00060000000,6th Ward - PITTSBURGH,935 HERRON AVE PITTSBURGH PA 15219,12/21/2015,12/22/2015
0026J00089000000,6th Ward - PITTSBURGH,1022 HERRON AVE PITTSBURGH PA 15219,9/15/2015,9/16/2015
0026J00092000000,6th Ward - PITTSBURGH,1026 HERRON AVE PITTSBURGH PA 15219,10/19/2015,11/5/2015
0033F00264000000,30th Ward - PITTSBURGH,328 REIFERT ST PITTSBURGH PA 15210,7/30/2015,8/6/2015
0033F00265000000,30th Ward - PITTSBURGH,326 REIFERT ST PITTSBURGH PA 15210,9/30/2015,10/2/2015
0033F00266000000,30th Ward - PITTSBURGH,324 REIFERT ST PITTSBURGH PA 15210,10/6/2015,10/15/2015
0033F00270000000,30th Ward - PITTSBURGH,317 REIFERT ST PITTSBURGH PA 15210,6/25/2015,7/2/2015
0033F00294000000,30th Ward - PITTSBURGH,316 MCKINLEY ST PITTSBURGH PA 15210,4/8/2015,4/10/2015
0033F00304000000,30th Ward - PITTSBURGH,203 MCKINLEY ST PITTSBURGH PA 15210,11/17/2015,11/20/2015
0033F00331000000,30th Ward - PITTSBURGH,317 MCKINLEY ST PITTSBURGH PA 15210,9/1/2015,9/8/2015
0033F00334000000,30th Ward - PITTSBURGH,321 MCKINLEY ST PITTSBURGH PA 15210,8/13/2015,8/14/2015
0033G00096000000,Mt. Oliver  ,310 GIFFIN AVE PITTSBURGH PA 15210,7/22/2015,1/8/2016
0033G00109000000,Mt. Oliver  ,506 HAYS AVE PITTSBURGH PA 15210,5/29/2015,6/4/2015
0027H00117030700,4th Ward - PITTSBURGH,220 N DITHRIDGE ST UNIT 307 PITTSBURGH PA 15213,7/16/2015,8/25/2015
0027H00117050300,4th Ward - PITTSBURGH,220 N DITHRIDGE ST UNIT 503 PITTSBURGH PA 15213,4/2/2015,4/8/2015
0027H00117060101,4th Ward - PITTSBURGH,220 N DITHRIDGE ST UNIT 601 PITTSBURGH PA 15213,4/30/2015,5/5/2015
0027H00117080600,4th Ward - PITTSBURGH,220 N DITHRIDGE ST UNIT 806 PITTSBURGH PA 15213,8/27/2015,9/1/2015
0027H00117100700,4th Ward - PITTSBURGH,220 N DITHRIDGE ST UNIT 1007 PITTSBURGH PA 15213,9/15/2015,9/16/2015
0027H00117110600,4th Ward - PITTSBURGH,220 N DITHRIDGE ST UNIT 1106 PITTSBURGH PA 15213,8/14/2015,8/19/2015
0027H00117120700,4th Ward - PITTSBURGH,220 N DITHRIDGE ST UNIT 1207 PITTSBURGH PA 15213,2/3/2015,2/6/2015
0029C00231000000,4th Ward - PITTSBURGH,3221 WARD ST PITTSBURGH PA 15213,4/20/2015,4/21/2015
0029C00251000000,4th Ward - PITTSBURGH,0 OAKLAND CT PITTSBURGH PA 15213,4/17/2015,5/7/2015
0029C00251000A00,4th Ward - PITTSBURGH,111 OAKLAND CT PITTSBURGH PA 15213,4/17/2015,5/7/2015
0029C00270002300,4th Ward - PITTSBURGH,200 HOLMES PL PITTSBURGH PA 15213,4/23/2015,4/29/2015
0029M00012000100,15th Ward - PITTSBURGH,0 OTIS WAY PITTSBURGH PA 15207,9/25/2015,10/6/2015
0029M00027000000,15th Ward - PITTSBURGH,3824 ACORN ST PITTSBURGH PA 15207,12/28/2015,12/29/2015
0029M00236000000,4th Ward - PITTSBURGH,3158 GRIFFITH ST PITTSBURGH PA 15213,4/20/2015,5/1/2015
0029N00061000000,16th Ward - PITTSBURGH,2820 SARAH ST PITTSBURGH PA 15203,8/27/2015,8/27/2015
0029N00064000000,16th Ward - PITTSBURGH,2814 SARAH ST PITTSBURGH PA 15203,6/14/2015,7/28/2015
0029N00102000000,16th Ward - PITTSBURGH,2908 CAREY WAY PITTSBURGH PA 15203,1/20/2015,1/30/2015
0029S00004000000,15th Ward - PITTSBURGH,161 GREENFIELD AVE PITTSBURGH PA 15207,9/25/2015,10/6/2015
0029S00037000000,15th Ward - PITTSBURGH,155 GREENFIELD AVE PITTSBURGH PA 15207,3/2/2015,3/4/2015
0029S00040000000,15th Ward - PITTSBURGH,159 GREENFIELD AVE PITTSBURGH PA 15207,2/6/2015,2/11/2015
0029S00040000000,15th Ward - PITTSBURGH,159 GREENFIELD AVE PITTSBURGH PA 15207,3/2/2015,3/4/2015
0029S00250000B00,15th Ward - PITTSBURGH,60 IRVINE ST PITTSBURGH PA 15207,7/17/2015,7/17/2015
0033G00110000000,Mt. Oliver  ,504 HAYS AVE PITTSBURGH PA 15210,1/29/2015,2/10/2015
0033G00117000000,Mt. Oliver  ,509 HAYS AVE PITTSBURGH PA 15210,8/18/2015,9/14/2015
0033G00124000000,Mt. Oliver  ,222 GIFFIN AVE PITTSBURGH PA 15210,4/1/2015,4/22/2015
0033G00189000000,Mt. Oliver  ,143 MARGARET ST PITTSBURGH PA 15210,12/9/2015,12/9/2015
0033G00232000000,Mt. Oliver  ,426 CARL ST PITTSBURGH PA 15210,10/13/2015,10/21/2015
0033G00234000000,Mt. Oliver  ,430 CARL ST PITTSBURGH PA 15210,7/7/2015,7/7/2015
0033G00248000000,Mt. Oliver  ,130 MARGARET ST PITTSBURGH PA 15210,3/17/2015,3/25/2015
0027H00144004400,4th Ward - PITTSBURGH,166 N DITHRIDGE ST UNIT 4-D PITTSBURGH PA 15213,10/7/2015,10/30/2015
0027H00144005400,4th Ward - PITTSBURGH,166 N DITHRIDGE ST UNIT 4-E PITTSBURGH PA 15213,9/1/2015,9/4/2015
0027H00144006300,4th Ward - PITTSBURGH,166 N DITHRIDGE ST UNIT 3-F PITTSBURGH PA 15213,2/20/2015,2/23/2015
0027H00144008100,4th Ward - PITTSBURGH,166 N DITHRIDGE ST UNIT 1-H PITTSBURGH PA 15213,12/31/2015,1/7/2016
0027H00144011100,4th Ward - PITTSBURGH,166 N DITHRIDGE ST UNIT 1-K PITTSBURGH PA 15213,4/13/2015,4/24/2015
0027H00160000600,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 314 PITTSBURGH PA 15213,8/26/2015,9/3/2015
0027H00160001000,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 414 PITTSBURGH PA 15213,7/13/2015,7/30/2015
0027H00160002800,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 816 PITTSBURGH PA 15213,6/19/2015,6/29/2015
0027H00160004000,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 202 PITTSBURGH PA 15213,4/24/2015,5/14/2015
0027H00160004300,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 205 PITTSBURGH PA 15213,8/22/2015,8/28/2015
0027H00160005900,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 401 PITTSBURGH PA 15213,5/18/2015,5/29/2015
0029C00273000400,4th Ward - PITTSBURGH,3266 WARD ST PITTSBURGH PA 15213,3/10/2015,4/17/2015
0029C00273000600,4th Ward - PITTSBURGH,3266 WARD ST PITTSBURGH PA 15213,6/11/2015,7/7/2015
0029C00298000000,4th Ward - PITTSBURGH,11 EDITH PL PITTSBURGH PA 15213,2/10/2015,2/12/2015
0029C00317000700,4th Ward - PITTSBURGH,3289 DAWSON ST UNIT 7 PITTSBURGH PA 15213,6/18/2015,6/22/2015
0030A00110000000,16th Ward - PITTSBURGH,3127 JOSEPHINE ST PITTSBURGH PA 15203,3/11/2015,3/16/2015
0030A00127000000,16th Ward - PITTSBURGH,3131 MARY ST PITTSBURGH PA 15203,11/24/2015,12/2/2015
0030A00130000000,16th Ward - PITTSBURGH,3125 MARY ST PITTSBURGH PA 15203,6/1/2015,6/16/2015
0030A00322000000,16th Ward - PITTSBURGH,3214 JANE ST PITTSBURGH PA 15203,4/9/2015,4/17/2015
0030E00040000000,16th Ward - PITTSBURGH,3100 MISSION ST PITTSBURGH PA 15203,1/10/2015,1/12/2015
0030E00201000000,16th Ward - PITTSBURGH,3201 JOSEPHINE ST PITTSBURGH PA 15203,8/14/2015,1/12/2016
0030E00207000000,16th Ward - PITTSBURGH,3213 JOSEPHINE ST PITTSBURGH PA 15203,4/8/2015,4/16/2015
0033H00060000000,Mt. Oliver  ,107 HOLZER ST PITTSBURGH PA 15210,8/21/2015,9/9/2015
0033H00064000000,Mt. Oliver  ,111 -113 HOLZER ST PITTSBURGH PA 15210,8/31/2015,9/1/2015
0033H00204000000,Mt. Oliver  ,621 MARGARET ST PITTSBURGH PA 15210,6/12/2015,6/16/2015
0033H00205000000,Mt. Oliver  ,619 MARGARET ST PITTSBURGH PA 15210,6/12/2015,6/16/2015
0027H00160006500,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 407 PITTSBURGH PA 15213,5/8/2015,5/22/2015
0027H00160006700,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 409 PITTSBURGH PA 15213,7/6/2015,8/10/2015
0027H00160008500,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 607 PITTSBURGH PA 15213,3/21/2015,5/5/2015
0027H00160008600,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 608 PITTSBURGH PA 15213,10/14/2015,11/6/2015
0027H00160010600,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 808 PITTSBURGH PA 15213,10/22/2015,10/27/2015
0027H00160010800,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT 810 PITTSBURGH PA 15213,6/27/2015,7/7/2015
0027H00160011000,4th Ward - PITTSBURGH,144 N DITHRIDGE ST UNIT P2 PITTSBURGH PA 15213,11/19/2015,12/2/2015
0027L00153000000,4th Ward - PITTSBURGH,232 LYTTON AVE PITTSBURGH PA 15213,12/18/2015,1/6/2016
0027L00176000000,4th Ward - PITTSBURGH,219 LYTTON AVE PITTSBURGH PA 15213,4/22/2015,4/29/2015
0027L00176000000,4th Ward - PITTSBURGH,219 LYTTON AVE PITTSBURGH PA 15213,4/26/2015,5/4/2015
0027L00182000000,4th Ward - PITTSBURGH,215 LYTTON AVE PITTSBURGH PA 15213,2/10/2015,2/10/2015
0029C00317001200,4th Ward - PITTSBURGH,3289 DAWSON ST UNIT 12 PITTSBURGH PA 15213,2/5/2015,2/25/2015
0029C00339000000,4th Ward - PITTSBURGH,10 DAWSON CT PITTSBURGH PA 15213,2/27/2015,3/3/2015
0029C00341000000,4th Ward - PITTSBURGH,6 DAWSON CT PITTSBURGH PA 15213,6/30/2015,7/7/2015
0029C00345000000,4th Ward - PITTSBURGH,2 DAWSON CT PITTSBURGH PA 15213,6/30/2015,7/7/2015
0029C00346000000,4th Ward - PITTSBURGH,1 DAWSON CT PITTSBURGH PA 15213,6/30/2015,7/7/2015
0029C00354000000,4th Ward - PITTSBURGH,15 DAWSON CT PITTSBURGH PA 15213,12/21/2015,12/22/2015
0029D00015000000,4th Ward - PITTSBURGH,3286 DAWSON ST PITTSBURGH PA 15213,10/13/2015,10/21/2015
0029D00079000000,4th Ward - PITTSBURGH,3347 PARKVIEW AVE PITTSBURGH PA 15213,1/15/2015,2/23/2015
0029D00080000000,4th Ward - PITTSBURGH,3349 PARKVIEW AVE PITTSBURGH PA 15213,1/20/2015,2/3/2015
0029D00088000000,4th Ward - PITTSBURGH,3360 PARKVIEW AVE PITTSBURGH PA 15213,8/28/2015,9/2/2015
0029D00089000000,4th Ward - PITTSBURGH,3352 PARKVIEW AVE PITTSBURGH PA 15213,8/27/2015,9/22/2015
0029D00090000000,4th Ward - PITTSBURGH,3350 PARKVIEW AVE PITTSBURGH PA 15213,2/24/2015,2/26/2015
0030E00208000000,16th Ward - PITTSBURGH,3215 JOSEPHINE ST PITTSBURGH PA 15203,4/8/2015,4/16/2015
0030E00244000000,16th Ward - PITTSBURGH,528 HANDLER ST PITTSBURGH PA 15203,11/18/2015,11/24/2015
0030E00255000000,16th Ward - PITTSBURGH,3226 EDWARDS WAY PITTSBURGH PA 15203,3/5/2015,3/31/2015
0030E00258000000,16th Ward - PITTSBURGH,3222 EDWARDS WAY PITTSBURGH PA 15203,1/29/2015,2/12/2015
0030E00259000000,16th Ward - PITTSBURGH,3220 EDWARDS WAY PITTSBURGH PA 15203,2/20/2015,2/24/2015
0030E00264000000,16th Ward - PITTSBURGH,3218 EDWARDS WAY PITTSBURGH PA 15203,2/20/2015,2/24/2015
0030E00267000000,16th Ward - PITTSBURGH,3215 EDWARDS WAY PITTSBURGH PA 15203,2/20/2015,2/24/2015
0030E00278000000,16th Ward - PITTSBURGH,3226 MARY ST PITTSBURGH PA 15203,6/24/2015,6/29/2015
0030E00296000000,16th Ward - PITTSBURGH,3221 MARY ST PITTSBURGH PA 15203,3/10/2015,3/11/2015
0030J00022000000,16th Ward - PITTSBURGH,3251 JOSEPHINE ST PITTSBURGH PA 15203,4/10/2015,4/17/2015
0030J00058000000,16th Ward - PITTSBURGH,2941 ARLINGTON AVE PITTSBURGH PA 15210,1/13/2015,2/4/2015
0030N00058000000,16th Ward - PITTSBURGH,2936 DEVLIN ST PITTSBURGH PA 15210,1/13/2015,1/14/2015
0030N00112000000,16th Ward - PITTSBURGH,303 BASSLER ST PITTSBURGH PA 15210,2/3/2015,2/5/2015
0033H00238000000,Mt. Oliver  ,13 ELIZABETH ST PITTSBURGH PA 15210,3/4/2015,3/5/2015
0033H00274000000,Mt. Oliver  ,260 STRASSBURGER WAY PITTSBURGH PA 15210,8/5/2015,8/12/2015
0033H00371000000,Mt. Oliver  ,315 JACOB ST PITTSBURGH PA 15210,1/22/2015,1/30/2015
0033H00371000000,Mt. Oliver  ,315 JACOB ST PITTSBURGH PA 15210,4/1/2015,4/10/2015
0033H00387000000,Mt. Oliver  ,310 ANTHONY ST PITTSBURGH PA 15210,6/1/2015,7/28/2015
0033H00387000000,Mt. Oliver  ,310 ANTHONY ST PITTSBURGH PA 15210,11/19/2015,12/1/2015
0033J00006000000,18th Ward - PITTSBURGH,325 CONNISTON AVE PITTSBURGH PA 15210,9/22/2015,9/23/2015
0033J00014000000,18th Ward - PITTSBURGH,400 CALLE AVE PITTSBURGH PA 15210,10/30/2015,10/30/2015
0033J00017000000,18th Ward - PITTSBURGH,408 CALLE AVE PITTSBURGH PA 15210,11/3/2015,11/9/2015
0033J00023000000,18th Ward - PITTSBURGH,253 CONNISTON AVE PITTSBURGH PA 15210,5/15/2015,5/20/2015
0033J00044000000,18th Ward - PITTSBURGH,214 CAMFIELD ST PITTSBURGH PA 15210,4/27/2015,5/7/2015
0033J00161000000,18th Ward - PITTSBURGH,123 SCHUCKERT ST PITTSBURGH PA 15210,9/23/2015,9/23/2015
0033J00232000000,30th Ward - PITTSBURGH,812 GEORGIA AVE PITTSBURGH PA 15210,11/16/2015,12/1/2015
0027L00185000000,4th Ward - PITTSBURGH,213 LYTTON AVE PITTSBURGH PA 15213,7/2/2015,7/15/2015
0027L00205000000,4th Ward - PITTSBURGH,4205 BIGELOW BLVD PITTSBURGH PA 15213,8/8/2015,8/17/2015
0027M00246020500,4th Ward - PITTSBURGH,307 S DITHRIDGE ST UNIT 205 PITTSBURGH PA 15213,11/3/2015,11/10/2015
0027M00246020700,4th Ward - PITTSBURGH,307 S DITHRIDGE ST UNIT 207 PITTSBURGH PA 15213,5/30/2015,6/16/2015
0027M00246020900,4th Ward - PITTSBURGH,307 S DITHRIDGE ST UNIT 209 PITTSBURGH PA 15213,5/7/2015,6/30/2015
0027M00246040100,4th Ward - PITTSBURGH,307 S DITHRIDGE ST UNIT 401 PITTSBURGH PA 15213,9/30/2015,10/13/2015
0027M00246041100,4th Ward - PITTSBURGH,307 S DITHRIDGE ST UNIT 411 PITTSBURGH PA 15213,10/21/2015,10/23/2015
0027M00246041400,4th Ward - PITTSBURGH,307 S DITHRIDGE ST UNIT 414 PITTSBURGH PA 15213,7/29/2015,8/6/2015
0027M00246050400,4th Ward - PITTSBURGH,307 S DITHRIDGE ST UNIT 504 PITTSBURGH PA 15213,12/21/2015,12/22/2015
0027M00246070500,4th Ward - PITTSBURGH,307 S DITHRIDGE ST UNIT 705 PITTSBURGH PA 15213,3/11/2015,3/19/2015
0027M00246071000,4th Ward - PITTSBURGH,307 S DITHRIDGE ST UNIT 710 PITTSBURGH PA 15213,2/13/2015,3/2/2015
0029G00164000000,4th Ward - PITTSBURGH,0 WAKEFIELD ST PITTSBURGH PA 15213,9/11/2015,11/13/2015
0029G00256000000,4th Ward - PITTSBURGH,3219 DAWSON ST PITTSBURGH PA 15213,4/30/2015,5/6/2015
0029G00270000000,4th Ward - PITTSBURGH,3226 DAWSON ST PITTSBURGH PA 15213,3/13/2015,3/27/2015
0029H00040000000,4th Ward - PITTSBURGH,3753 FRAZIER ST PITTSBURGH PA 15213,5/8/2015,5/13/2015
0029H00079000000,4th Ward - PITTSBURGH,3706 ORPWOOD ST PITTSBURGH PA 15213,3/20/2015,3/27/2015
0029H00080000000,4th Ward - PITTSBURGH,3704 ORPWOOD ST PITTSBURGH PA 15213,3/20/2015,4/17/2015
0029H00081000000,4th Ward - PITTSBURGH,3702 ORPWOOD ST PITTSBURGH PA 15213,3/20/2015,4/22/2015
0029H00090000000,4th Ward - PITTSBURGH,3221 PARKVIEW AVE PITTSBURGH PA 15213,4/3/2015,4/2/2015
0031E00198000000,16th Ward - PITTSBURGH,1201 BECKS RUN ST PITTSBURGH PA 15210,10/28/2015,11/5/2015
0031E00253000000,Baldwin Boro  ,0 BECKS RUN RD PITTSBURGH PA 15227,9/17/2015,9/30/2015
0031E00255000000,Baldwin Boro  ,791 BECKS RUN RD PITTSBURGH PA 15210,7/3/2015,7/21/2015
0031E00260000000,Baldwin Boro  ,797 BECKS RUN RD PITTSBURGH PA 15210,9/17/2015,9/30/2015
0031E00266000000,Baldwin Boro  ,803 BECKS RUN RD PITTSBURGH PA 15210,4/27/2015,4/28/2015
0031E00268000000,Baldwin Boro  ,805 BECKS RUN RD PITTSBURGH PA 15210,4/18/2015,4/28/2015
0031F00142000000,Baldwin Boro  ,840 BECKS RUN RD PITTSBURGH PA 15210,6/3/2015,7/2/2015
0031G00084000000,16th Ward - PITTSBURGH,4136 E CARSON ST PITTSBURGH PA 15203,2/19/2015,2/20/2015
0033J00242000000,30th Ward - PITTSBURGH,329 WILBUR ST PITTSBURGH PA 15210,3/6/2015,3/10/2015
0033K00001000000,30th Ward - PITTSBURGH,313 REIFERT ST PITTSBURGH PA 15210,9/13/2015,10/6/2015
0033K00004000000,30th Ward - PITTSBURGH,307 REIFERT ST PITTSBURGH PA 15210,12/17/2015,12/22/2015
0033K00007000000,30th Ward - PITTSBURGH,301 REIFERT ST PITTSBURGH PA 15210,11/25/2015,12/21/2015
0033K00058000000,30th Ward - PITTSBURGH,218 WILBUR ST PITTSBURGH PA 15210,1/13/2015,2/9/2015
0033K00113000000,30th Ward - PITTSBURGH,208 REIFERT ST PITTSBURGH PA 15210,2/5/2015,2/9/2015
0033K00116000000,30th Ward - PITTSBURGH,0 REIFERT ST PITTSBURGH PA 15210,2/9/2015,2/9/2015
0033K00139000000,30th Ward - PITTSBURGH,245 REIFERT ST PITTSBURGH PA 15210,3/23/2015,5/11/2015
0033K00236000000,Mt. Oliver  ,0 BROWNSVILLE RD PITTSBURGH PA 15210,10/30/2015,11/2/2015
0033K00261000000,29th Ward - PITTSBURGH,19 CALHOUN AVE PITTSBURGH PA 15210,11/4/2015,11/9/2015
0027M002460G8400,4th Ward - PITTSBURGH,0 WINTHROP ST PITTSBURGH PA 15213,7/29/2015,8/6/2015
0028A00036000000,4th Ward - PITTSBURGH,251 ROBINSON ST PITTSBURGH PA 15213,6/24/2015,6/26/2015
0028A00044000000,4th Ward - PITTSBURGH,263 ROBINSON ST PITTSBURGH PA 15213,1/20/2015,2/3/2015
